code,name,description
BIOL_V 343,Plants and Peoples,"The interactions of plants and human societies: the role of people in the origin, evolution and dispersal of food, drug and economic plants, and the influences of plants on human societies. Suitable for upper-level Arts students. [2-2-1]"
BIOL_V 344,Human Heredity and Evolution,Relates genetic and evolutionary concepts to humans. Primarily for upper-level students in the Faculty of Arts. Credit will be granted for only one of BIOL 121 or BIOL 344. Not open to students in the Life Sciences. [3-0-2]
BIOL_V 345,Human Ecology,"Basics of ecology are introduced, focussing on observations of the natural world. Assignments, including a group project, consider connections between research, awareness and practical uses of ecology. Not for credit in the Life Sciences. [3-0-2]"
BIOL_V 346,Microbes and Society,An elementary course in molecular biology primarily for Arts students. The historical development of recent discoveries in molecular biology with emphasis on bacteria and viruses and their interaction with humans. (Consult the Credit Exclusion list within the Faculty of Science section of the Calendar.) Not for credit in Life Sciences. [3-0-0]
BIOL_V 347,Principles and Methodology in Biological Research,Contemporary research in the Botany and Zoology Departments; history and methodology of scientific discovery; seminars on current problems. Restricted to Honours students in Biology. Not to be taken concurrently with BIOL 449. [2-3-0]
BIOL_V 348,Biology of Cannabis,"Biological aspects of cannabis, including structure and function, photosynthesis, plant growth, specialized metabolites, neuroscience and the human endocannabinoid system, and applications for human use in medicine, consumer products and textiles. [3-0-0] Prerequisite: 3rd-year class standing or higher."
BIOL_V 350,Darwinian Medicine,"Using the Darwinian theory of natural selection to explore explanations of infectious diseases, allergies, cancer, mental illness, and other human diseases. Please consult the Faculty of Science Credit Exclusion Lists:www.vancouver.calendar.ubc.ca/faculties-colleges-and-schools/faculty-sc…[2-0-2] Prerequisite: Third-year standing. Equivalency: ISCI 350"
BIOL_V 351,Plant Physiology I,"Mechanisms and regulation of functional processes contributing to the assimilation, transport and utilization of water, mineral nutrients and carbon by plants. Restricted to Majors and Honours students in Biology. [3-3-0] Prerequisite: Either (a) BIOL 121 and one of CHEM 123, CHEM 130; or (b) SCIE 001. CHEM 233 is recommended. Equivalency: APBI351, FRST311"
BIOL_V 352,Plant Physiology II: Plant Development,"Introduction to the processes involved in growth and development: cell division, tissue culture, meristems, differentiation, and the action of major growth regulators, and photomorphogenesis. Emphasis on experimental approaches. [2-3-1] Prerequisite: Either (a) BIOL 200 and one of BIOL 233, BIOL 234; or (b) FRST 302. CHEM 233 is recommended."
BIOL_V 361,Neural and Muscular Physiology,"Excitable membranes, neural signaling and transmission; transduction and coding of sensory information; muscle contraction. [3-0-0] Prerequisite: BIOL 200."
BIOL_V 362,Cellular Dynamics,"The cytoskeleton, cell dynamics, and regulation of cellular activities. Preference will be given to Majors or Honours students in Biology and Combined Honours Biophysics. [3-0-0] Prerequisite: BIOL 200 and one of APBI 312, APBI 351, BIOL 260, BIOL 351, BIOL 352, BIOL 361, FRST 311."
BIOL_V 363,Laboratory in Animal Physiology,Experimental studies in animal physiology. [1-3-1] Prerequisite: BIOL_V 204 or BIOL_V 260.
BIOL_V 364,"Comparative Cardiovascular, Respiratory and Osmoregulatory Physiology","Cardiovascular, respiratory, and osmoregulatory physiology. Preference will be given to students who are in Biology, Nutritional Sciences, and Combined Honours Biophysics. [3-0-0] Prerequisite: BIOL 204 and one of BIOL 260, BIOL 361. Equivalency: APBI 311"
BIOL_V 370,Principles of Muscle Physiology and Energetics,"Introduction to the structure and function of the muscular system, metabolism and energetics from a comparative perspective across vertebrates and invertebrates. [3-0-0] Prerequisite: BIOL 260 and one of BIOL 200, BIOL 201, BIOC 202, BIOC 203."
BIOL_V 371,Principles of Neurobiology I,"Introduction to the structure and function of the nervous system, excitable membranes, and synaptic signaling using representative vertebrate and invertebrate species. Please consult the Faculty of Science Credit Exclusion Lists:https://vancouver.calendar.ubc.ca/faculties-colleges-and-schools/facult…[3-0-0] Prerequisite: BIOL 200 and one of BIOL 260, NSCI 200, PSYC 270, PSYC 271, PSYC 304, CAPS 301."
BIOL_V 372,Principles of Neurobiology II,"Examination of the neural systems underlying sensation, action, and complex behaviours using representative vertebrate and invertebrate species. Please consult the Faculty of Science Credit Exclusion Lists:https://vancouver.calendar.ubc.ca/faculties-colleges-and-schools/facult…[3-0-0] Prerequisite: BIOL 371."
BIOL_V 398,Co-operative Work Placement I,"Work experience in an industrial setting, taken during Winter Session (Term 2) of third-year. Restricted to students admitted to the Co-operative Education Program in Biology.This course is not eligible for Credit/D/Fail grading."
BIOL_V 399,Co-operative Work Placement II,"Work experience in an industrial research setting, taken during Summer Session (Terms 1 and 2) following third-year. Restricted to students admitted to the Co-operative Education Program in Biology. Prerequisite: BIOL_V 398This course is not eligible for Credit/D/Fail grading."
BIOL_V 401,Theory of Evolutionary Dynamics,"Evolution as a dynamical system based on ecological interactions. Adaptive dynamics and evolutionary game theory. Credit will be granted for only one of BIOL_V 401 or BIOL_V 560. [3-0-0]. Prerequisite: BIOL_V 301 and one of MATH_V 101, MATH_V 103, MATH_V 105, MATH_V 121.This course is not eligible for Credit/D/Fail grading."
BIOL_V 402,Aquatic Ecology,"Theoretical and applied limnology; ecology of inland water organisms in relation to physical, chemical and biological factors. One weekend field trip required. [2-4-0] Prerequisite: BIOL 230 and one of BIOL 300, STAT 200."
BIOL_V 403,Microbial Ecology,"Theoretical and applied ecology of microbes. Focus on microbial symbionts of animals, plants and seaweeds. Research project development through critical analysis of microbial ecological literature and computational analysis of ecological data. [2-3-0] Prerequisite: One of BIOL_V 121, SCIE_V 001, BIOL_V 230 and one of BIOL_V 300, FRST_V 231, STAT_V 200. 4th-year class standing.This course is not eligible for Credit/D/Fail grading."
BIOL_V 404,Ecological Methodology,"Design, execution, and analysis of ecological surveys and experiments. Practical field methods for estimating population metrics and describing community structure. Computer techniques for the statistical analysis of ecological data. [2-4-0] Prerequisite: BIOL 230 and one of BIOL 300, STAT 200."
BIOL_V 406,Plant Ecology I,"Plant community ecology including a consideration of the major approaches to sampling, analyzing and interpreting vegetation patterns. Instruction given in field work and computer analysis of field data. [3-3-0] Prerequisite: BIOL 230. BIOL 324 is recommended."
BIOL_V 408,Principles of Applied Ecology,"Principles of animal and community ecology applicable to the management of animal resources; application of statistical and computer techniques for measuring, analyzing, modelling, and simulating resource systems; problems of multiple resource use. [2-2-0] Prerequisite: BIOL 300"
BIOL_V 409,Field Course in Ecology,"A two-week intensive course in field methods used in ecology. Fieldwork for this course is normally in the summer. A fee will be assessed for living and traveling expenses. Pre-registration required. Prerequisite: BIOL 230 and one of BIOL 300, STAT 200. BIOL 306 is recommended."
BIOL_V 410,Current Topics in Animal Behaviour,Lectures and seminar discussions on selected topics in animal behaviour. [2-0-2] Prerequisite: BIOL 310
BIOL_V 411,Insect Ecology,"Behavioural, population and community ecology of insects. Interactions between insects and plants and the application of the principles of insect ecology to biological control of insects and weeds. [3-0-0] Prerequisite: One of BIOL 205, BIOL 327, APBI 327. Equivalency: APBI 427"
BIOL_V 412,Plant Biogeography,"Description and interpretation of present and past floristic vegetational patterns; integration of evolutionary, ecological, and plant biogeographical concepts. Terrestrial and aquatic plants are considered. Restricted to students of third and fourth years. [3-0-0] Prerequisite: BIOL_V 121 or SCIE_V 001."
BIOL_V 413,Zoogeography,"The role of physical, ecological, and evolutionary processes in determining the geographic distribution of animals including humans, with implications for speciation and conservation. Restricted to students in third and fourth year. [3-0-0] Prerequisite: BIOL_V 121 or SCIE_V 001."
BIOL_V 415,Evolutionary Processes in Plants,"Experimental and comparative analysis of evolutionary processes, speciation, and phylogenetic patterns in plants. [2-0-0] Prerequisite: BIOL 336."
BIOL_V 416,Principles of Conservation Biology,"Ecological basis of conserving biological diversity and ecosystem services; application of ecological theory to global and local conservation problems in the context of economic, legal, political, and social perspectives. Please consult the Faculty of Science Credit Exclusion List:https://vancouver.calendar.ubc.ca/faculties-colleges-and-schools/facult…. [2-0-2] Prerequisite: One of BIOL 230, FRST 201."
BIOL_V 417,Phylogenetic Biology,"Biodiversity from an evolutionary perspective. The evolutionary (phylogenetic) tree of genetic descent that links all organisms: its reconstruction, interpretation, and implications for fields from ecology to molecular biology. [2-0-2] Prerequisite: BIOL 200 and one of BIOL 233, BIOL 234. BIOL 336 is recommended"
BIOL_V 418,Evolutionary Ecology,"Ecological adaptation and evolutionary processes in contemporary populations; natural selection, variation, optimization, foraging theory, coevolution, arms races; life history theory, evolution of sex, sexual selection, evolution in managed populations. [2-2-0] Prerequisite: BIOL 336 and BIOL 230."
BIOL_V 420,Ocean Conservation and Sustainability,"An interdisciplinary conservation course with a solutions-oriented approach to marine issues, drawing from natural sciences, social sciences, business, law, and communication. [2-0-3]. Prerequisite: Fourth-year standing.This course is not eligible for Credit/D/Fail grading."
BIOL_V 421,Plant-Microbe Interactions,"Biology and physiology of selected plant-microbe relationships. Impacts of plant-microbe relationships on society. [3-0-2] Prerequisite: BIOL 200 and one of BIOC 202, BIOC 203, BIOL 201, BIOL 233, BIOL 234, BIOL 260. Equivalency: APBI 426"
BIOL_V 423,Plant Stress Ecophysiology,Molecular mechanisms of plant responses to extreme environments. Consult the Faculty of Science Credit Exclusion List:https://vancouver.calendar.ubc.ca/faculties-colleges-and-schools/facult…. [3-0-0] Prerequisite: BIOL 351. BIOL 406 or 407 are recommended.
BIOL_V 424,Tropical Ecology and Conservation,"Ecology, function, history and conservation of tropical systems. Focus on ecological and evolutionary principles using tropical landscapes as a geographic template. Assessment of factors that make tropical systems vulnerable to degradation. Research project development using analysis of tropical ecology literature. [2-0-2] Prerequisite: BIOL_V 121 or SCIE_V 001 and one of BIOL_V 230, FRST_V 201, GEOS_V 207, GEOB_V 207."
BIOL_V 425,Biomechanics,"An analytical approach to the study of skeletal mechanics and animal locomotion. Selected topics in the structure and properties of biological materials, the functional design of skeletons for locomotion, and the fluid mechanics of swimming and flight. [2-3-0] Prerequisite: BIOL 325"
